"scientificname" "longitude" "latitude" "collectioncode" "catalognumber" "identifiedby" "country" "stateprovince" "county" "locality" "daycollected" "monthcollected" "yearcollected" "collector" "collectornumber" "notes" "source"
"Aralia warmingiana" -52.7714 -27.3617 "PACA-AGP" "28136" "P. Fiaschi" "Brasil" "RS" "Nonoai" "Ad fl. Uruguay" 1 3 1945 "Rambo, B." "" "Habitat: In silva primaeva. Fenofase: estéril" "splink.mun"
"Aralia warmingiana" -51.4611 -29.6886 "PACA-AGP" "32845" "P. Fiaschi" "Brasil" "RS" "Montenegro" "Butterberg" 17 12 1945 "Rambo, B." "" "Habitat: In silva primaeva. Fenofase: estéril" "splink.mun"
"Aralia warmingiana" -51.4611 -29.6886 "PACA-AGP" "36013" "P. Fiaschi" "Brasil" "RS" "Montenegro" "Butterberg" 1 1 1947 "Rambo, B." "" "EM PERIGO Habitat: In silva primaeva. Fenofase: fruto" "splink.mun"
"Aralia warmingiana" -51.1306 -29.6783 "PACA-AGP" "41585" "P. Fiaschi" "Brasil" "RS" "Novo Hamburgo" "Ad montem Ferrabraz" 16 5 1949 "Rambo, B." "" "EM PERIGO Habitat: In silva primaeva. Fenofase: estéril" "splink.mun"
"Aralia warmingiana" -51.1306 -29.6783 "PACA-AGP" "42912" "P. Fiaschi" "Brasil" "RS" "Novo Hamburgo" "Schwabenschneis" 12 8 1949 "Rambo, B." "" "EM PERIGO Habitat: In silva primaeva. Fenofase: estéril" "splink.mun"
"Aralia warmingiana" -54.2631 -28.2992 "PACA-AGP" "4675" "P. Fiaschi" "Brasil" "RS" "Santo Ângelo" "Boca do Mato" 18 2 1941 "Rambo, B." "" "Habitat: In silva primaeva. Fenofase: estéril" "splink.mun"
"Aralia warmingiana" -51.3756 -29.5867 "PACA-AGP" "57187" "P. Fiaschi" "Brasil" "RS" "São Sebastião do Caí" "Bohmerschneis" 1 4 1955 "Rambo, B." "" "EM PERIGO Habitat: In silva. Fenofase: fruto" "splink.mun"
"Aralia warmingiana" -47.55 -21.47 "PACA-AGP" "67358" "P. Fiaschi" "Brasil" "SP" "Sao Simao" "Faz. Aritozina" 29 1 1982 "Leitao f." "" "Altura de 15m.Herb. Univ. Est. Campinas 13280. Habitat: Em área de transição mata-cerrado. Fenofase: flor creme esverdeada" "splink.mun"
"Aralia warmingiana" -51.1628 -23.3103 "SPSF" "26004" "" "Brasil" "PR" "Londrina" "Parque Estadual Mata dos Godoy" 3 3 1993 "L.H.Soares Silva & F.Chagas Silva" "307" "COLETA: XLS: SPSFAntigo;" "splink.mun"
"Aralia warmingiana" -51.1906 -22.9967 "SPSF" "33641" "" "Brasil" "PR" "Bela Vista do Paraiso" "bosque municipal" 18 4 2001 "L.Fadelli" "" "COLETA: XLS: SPSFAntigo;" "splink.mun"
"Aralia warmingiana" -51.1628 -23.3103 "FUEL" "10239" "" "Brasil" "Paraná" "Londrina" "Parque Estadual Mata dos Godoy" 17 3 1989 "Soares-Silva, L.H.; Francisco das Chagas e Silva" "196" "; DESC: Arvore, 25,0m de altura, botoes florais e flores cremes." "splink.mun"
"Aralia warmingiana" -51.1628 -23.3103 "FUEL" "10742" "" "Brasil" "Paraná" "Londrina" "Parque Estadual Mata dos Godoy" 3 3 1993 "Soares-Silva, L.H.; Francisco das Chagas e Silva" "307" "; DESC: Arvore, 30,0m de alt., botoes florais e flores amareladas, odorifera, rara na area" "splink.mun"
"Aralia warmingiana" -51.1628 -23.3103 "FUEL" "11379" "Frondin, D." "Brasil" "Paraná" "Londrina" "Floresta dos Godoy, Proximo parc.5 e 14 da porcao norte" 18 3 1994 "Francisco das Chagas e Silva; Soares-Silva, L.H." "1682" "; DESC: Arvore, 30,0m de alt; botao floral e flores creme; suber lenhoso, corte creme." "splink.mun"
"Aralia warmingiana" -51.0364 -23.0586 "FUEL" "30339" "S.F. de Andrade" "Brasil" "Paraná" "Sertanópolis" "Fazenda Fartura" 28 9 2000 "Francisco, E.M." "s.n." "; DESC: Árvore 10m. Borda da mata." "splink.mun"
"Aralia warmingiana" -51.1628 -23.3103 "FUEL" "36195" "" "Brasil" "Paraná" "Londrina" "Fazenda Figueira" 24 11 2003 "Estevan, D.A.; et al." "285" "; DESC: Árvore 9m, veg. Fragmento 1." "splink.mun"
"Aralia warmingiana" -51.0283 -22.8506 "FUEL" "36434" "Lovato, M.C." "Brasil" "Paraná" "Primeiro de Maio" "Água da Garça, Sitio Santo Antonio, Sítio Santo Antonio" 3 4 2001 "Pavão, O.C.; et al." "s.n." "; DESC: Arvore 12m; frutos imaturos verdes; flores verde-creme; beira da estrada." "splink.mun"
"Aralia warmingiana" -51.1906 -22.9967 "FUEL" "36483" "Vieira, A.O.S." "Brasil" "Paraná" "Bela Vista do Paraíso" "Bosque Municipal" 18 4 2001 "Fadelli, L.; et al." "s.n." "; DESC: Árvore 25m; CAP 2,18m, projeção copa 13,5 x 12m; frutos maduros cor roxa; frutos c. cachos possuindo vários glomérulos; interior do Bosque; VIVEIRO No. 365." "splink.mun"
"Aralia warmingiana" -51.1628 -23.3103 "FUEL" "45827" "Lovato, M.C." "Brasil" "Paraná" "Londrina" "Faz. Figueira" 13 4 2003 "Estevan, D.A.; et al." "1731" "; DESC: Árvore, frutos fragmento 1." "splink.mun"
"Aralia warmingiana" -51.1628 -23.3103 "SPF" "105530" "Anônimo" "Brasil" "Paraná" "Londrina" "Parque Estadual Mata dos Godoy" 3 3 1993 "Soares, LH" "307" "" "splink.mun"
"Aralia warmingiana" -43.8897 -19.6272 "SPF" "152879" "Frodin, DG" "Brasil" "Minas Gerais" "Lagoa Santa" "Área de Proteção Ambiental Carste de Lagoa Santa" 3 3 1996 "Brina, AE" "s.n." "" "splink.mun"
"Aralia warmingiana" -43.9233 -19.6919 "SPF" "71068" "Anônimo" "Brasil" "Minas Gerais" "Vespasiano" "Região metropolitana de Belo Horizonte. Afloramento metropolitano de Belo Horizonte. Adjacente à Lavra da Cia. de cimento Portland Itaú." NA 12 1990 "Rollo, MAL" "23" "" "splink.mun"
"Aralia warmingiana" -46.9925 -18.9439 "SPF" "89013" "Anônimo" "Brasil" "Minas Gerais" "Patrocínio" "Serra do Salitre, Mata ciliar próximo à margem do Rio Salitre." 24 3 1994 "Ceccantini, G" "315" "" "splink.mun"
"Aralia warmingiana" -41.1561 -11.55 "HUEFS" "137414" "" "Brasil" "Bahia" "Morro do Chapéu" "Buraco da Duda ou Buracão." 19 4 2008 "Melo, E." "5678" "Caatinga. Afloramento de calcário." "splink.mun"
"Aralia warmingiana" -51.1906 -22.9967 "HUEFS" "89106" "" "Brasil" "Paraná" "Bela Vista do Paraíso" "Bosque Municipal" 18 4 2001 "Fadelli, L." "FUEL36483" "" "splink.mun"
"Aralia warmingiana" -51.1628 -23.3103 "SP" "338575" "" "Brasil" "Paraná" "Londrina" "Parque Estadual Mata dos Godoy" 3 3 1993 "Silva, LHS; Silva, FC" "307" "" "splink.mun"
"Aralia warmingiana" -51.1628 -23.3103 "SP" "338600" "" "Brasil" "Paraná" "Londrina" "Floresta Godoy, próximo parc. 5 e 14 da porção norte" 18 3 1994 "Silva, FC; Silva, LHS" "1682" "" "splink.mun"
"Aralia warmingiana" -52.3831 -24.0456 "HCF" "2240" "J. Cordeiro & E. Barboza" "Brasil" "PR" "Campo Mourão" "Pousada A Fazendinha" 22 5 2005 "H.C.L. Geraldino" "18" "Árvore ca. 15m, heliófita, tronco cascudo, folhas compostas, opostas, glabras. Presença de frutos em forma de cacho na cor amarelo escuro." "splink.mun"
"Aralia warmingiana (Marchal) J.Wen" NA NA "RB" NA "M. Mendoza" "Brasil" "Rio Grande do Sul" "Vale Vêneto" " " 21 1 1958 "P.J. Pirlta" NA "#" "jabot"
"Aralia warmingiana (Marchal) J.Wen" NA NA "RB" NA "M.C. Lovato" "Brasil" "Paraná" "Primeiro de Maio" "Água da Garça, Sítio Santo Antonio " 3 4 2001 "O.C. Pavão" NA "#" "jabot"
"Coudenbergia warmingiana (Marchal) Marchal" NA NA "RB" NA "" "Brasil" "Minas Gerais" "Viçosa" ". " NA NA NA "Kuhlmann, J.G." NA "" "jabot"
"Coudenbergia warmingii El.March. ex Warm." NA NA "RB" NA "" "Brasil" "Rio de Janeiro" "Cabo Frio" "estrada velha para buzios, campo dos cavalos, ramal da lixeira. " 28 6 1995 "Lima, H.C. de" NA "Árvore com cerca de 12 metros de altura,  tronco com casca sulcada, estéril,  ocasional." "jabot"
"Coudenbergia warmingii El.March. ex Warm." NA NA "RB" NA "" "Brasil" "Minas Gerais" "Viçosa" "E.S.A.V. " NA NA NA "Kuhlmann, J.G." NA "" "jabot"
"Coudenbergia warmingii El.March. ex Warm." NA NA "RB" NA "" "Brasil" "Minas Gerais" "Viçosa" "Represa. " NA NA NA "Kuhlmann, J.G." NA "" "jabot"
