"scientificname" "longitude" "latitude" "collectioncode" "catalognumber" "identifiedby" "country" "stateprovince" "county" "locality" "daycollected" "monthcollected" "yearcollected" "collector" "collectornumber" "notes" "source"
"Cavanillesia arborea" 0 0 "UEC" NA "Pereira, B.A.S." "Brazil" "Goiás" "Flores de Goiás" "Testemunha de mata existente entre a cidade nova e a cidade velha. Mata decídua situada no Km 32 da estrada de terra.. Alvorada do Norte." 9 9 1994 "Pereira, B.A.S." "2615" "Árvore com cerca de 15 m de altura com tronco em forma de túnel. Casca muito espessa. Madeira rica em parênquima. Flores brancas." "splink"
"Cavanillesia arborea" 0 0 "UEC" NA "" "Brazil" "Bahia" "Bom Jesus da Lapa" "Estrada para Ibotirama. Caatinga." 19 8 1994 "Árbocz, G.F." "671" "Frutífero. Árvore de aproximadamente 25 - 30 m de altura. Fruto rosa. Estimativa de frutificação: agosto a outubro." "splink"
"Cavanillesia arborea" 0 0 "UEC" NA "" "Brazil" "Minas Gerais" "Januária" "Fazenda Santa Cecília. Mata seca." 17 8 1994 "Árbocz, G.F." "659" "Material coletado: vegetativo. Florífero. Árvore de aproximadamente 25 - 30 m de altura, 1,0 m DAP. Tronco com desenhos em relevo. Sem folhas, apenas flores. Flores rosas. Estimativa de florescimento: julho e agosto." "splink"
"Cavanillesia arborea" -40.678056 -19.814167 "MBML-HERBARIO" "1233" "" "Brasil" "Espírito Santo" "Santa Teresa" "São João de Petrópolis" 21 11 1953 "G. Dalcolmo" "0" "Nome vulgar: barriguda." "splink"
"Cavanillesia arborea" -40.431667 -20.093889 "MBML-HERBARIO" "27156" "V. Demuner & L.F.S. Magnago, 14-set-06" "Brasil" "Espírito Santo" "Santa Leopoldina" "Morro Agudo, Prop.: Dona Maria" 14 9 2006 "V. Demuner" "2884" "Árvore 15m, fuste 9m, Dap 60cm, frutos marrom (barriguda). Interior de mata." "splink"
"Cavanillesia arborea" -40.734722 -18.906944 "MBML-HERBARIO" "28319" "V. Demuner & L.F.S. Magnago, 17-out-06" "Brasil" "Espírito Santo" "Águia Branca" "16 de Abril" 17 10 2006 "V. Demuner" "2905" "Árvore 20m, fuste 17m, DAP 1m, frutos marrom. Interior de mata alterada." "splink"
"Cavanillesia arborea" -40.43 -20.095556 "MBML-HERBARIO" "31618" "V. Demuner 30/08/2007" "Brasil" "Espírito Santo" "Santa Leopoldina" "Colina Verde, Morro do Agudo, D. Maria" 30 8 2007 "R.R. Vervloet" "3370" "Árvore 12m, frutos imaturos de cor verde avermelhados. Ambiente rupestre." "splink"
"Cavanillesia umbellata" -40.443889 -18.776944 "MBML-HERBARIO" "35647" "J.G. Carvalho Sobrinho/IX-2016" "Brasil" "Espírito Santo" "Nova Venécia" "Área de Proteção Ambiental da Pedra do Elefante" 18 7 2008 "A. M. Amorim" "7560" "" "splink"
"Cavanillesia arborea" -44.0919 -15.1022 "BCTW" NA "" "Brasil" "Minas Gerais" "Itacarambi" "" NA NA NA "" "" "enviado por Harri em 11/1994" "splink.mun"
"Cavanillesia arborea" -38.9558 -12.6183 "BAH" NA "Scardino, Noblick, Paranhos, Guedes, C. Queiroz, Paganucci, Nascimento, N. Suely, Quaglia." "Brasil" "Bahia" "Cachoeira" "Estação da Mata (Bananeiras)." NA 10 1980 "Go. Pedra do Cavalo" "801" "Árvore de 15-20 m de altura e com tronco abaulado, flores e botões vermelho-alaranjados." "splink.mun"
"Cavanillesia umbellata" -43.2206 -12.1853 "HPL" "4291" "V.C. Souza" "Brasil" "BA" "Ibotirama" "Coletada na estrada para Barreiras." 18 8 1994 "H. Lorenzi" "1601" "" "splink.mun"
"Cavanillesia umbellata" -44.3617 -15.4881 "HPL" "4292" "V.C. Souza" "Brasil" "MG" "Januária" "Coletada na fazenda Santa cecília de Sebastião Mentans." 18 8 1994 "H. Lorenzi" "1649" "" "splink.mun"
"Cavanillesia arborea" -39.4953 -15.1914 "CEPEC" NA "J. A. Kallunki" "Brasil" "Bahia" "JUSSARÍ" "" 24 7 1967 "R. S. Pinheiro" "135" "Ambiente: Mata Higrofila. Habito: Árvore maior que 20m e menor que 50m" "splink.mun"
"Cavanillesia arborea" -39.5339 -15.9508 "CEPEC" NA "T. S. dos Santos" "Brasil" "Bahia" "ITAPEBÍ" "Faz. Ventania Estr. velha ao Rio Jequitinhonha." 17 8 1971 "T. S. dos Santos" "1856" "Ambiente: Mata Higrofila. Habito: Árvore maior que 5m e menor 20m" "splink.mun"
"Cavanillesia arborea" -38.9667 -12.2667 "CEPEC" NA "M. L. Guedes" "Brasil" "Bahia" "feira de santana" "prox. a cidade. Faz. Havana." NA NA NA "M. L. Guedes" "6236" "Ambiente: Area de transiçao c/ pastagem. Habito: Árvore maior que 5m e menor 20m" "splink.mun"
"Cavanillesia arborea" -44.3617 -15.4881 "HMC" NA "Santos R.M." "Brasil" "Minas Gerais" "Januária" "APA do Rio Pandeiros" 16 8 2009 "Menino, G.C.O.; Braga, L.L.; Coutinho,C.A.; Oliveira, M.H.; Silva, W.A.;" "" "Ilha 5" "splink.mun"
"Cavanillesia arborea" -44.3617 -15.4881 "HMC" NA "" "Brasil" "Minas Gerais" "januaria" "" NA NA NA "Estagiarios LEPV" "" "pandeiros mata seca" "splink.mun"
"Cavanillesia arborea 10" -43.9322 -14.7558 "HMC" NA "Santos R.M." "Brasil" "Minas Gerais" "Manga" "Parque Estadual da Mata Seca" 10 2 2010 "Luz, G.R.; Coutinho, E.S.; Dantas, I.M.; Mota, G.S.; Mota, N.M.; Oliveira, M.H.; Rodrigues, P.L.; Silva, D.L.; Souza, M.L.; Souza, S.R.; Veloso, C.V.R.A.;" "76" "" "splink.mun"
"Cavanillesia arborea" -46.7717 -13.0367 "CEN" "23207" "" "Brasil" "GO" "CAMPOS BELOS" "Estrada de terra Campos Belos - Divinópolis de Goiás; a 20 km do entroncamento com a GO-118." NA NA NA "Taciana Barbosa Cavalcanti" "713" "8 m altura." "splink.mun"
"Cavanillesia arborea" -42.8819 -20.7539 "VIC" NA "Valente, G.E." "Brasil" "Minas Gerais" "Viçosa" "Campus da UFV, Horto." 22 8 2007 "Valente, G.E.; Costa, C.A. da" "1976" "Árvore com cerca de 12 metros de altura. Dia 22/08/2007 totalmente desprovida de folhas. Inflorescência concentrada no ápice dos ramos com flores de cálice ferruginoso, corola branca, estilete branco com base rosada. Dia 15/10/2007, co" "splink.mun"
"Cavanillesia umbellata" -35.2378 -6.07472 "MAC" NA "R.A.Costa" "Brasil" "Rio Grande do Norte" "São José de Mipibú" "Tropical Eco Resort." 22 10 2006 "R.A.Costa" "34" "Árvore. Flores amarelas. Frutos verdes.HABITAT:Borda da Mata.;" "splink.mun"
"Cavanillesia arborea" -47.0503 -14.4486 "NMNH_BOTANY_BR" "2206906" "" "Brazil" "GoiÃ¡s" "Flores de Goias" "Alvorada do Norte." 9 9 1994 "B. A. S. Pereira" "2615" "" "splink.mun"
"Cavanillesia arborea" -34.8811 -8.05389 "IPA" NA "Bocage, A." "Brasil" "Pernambuco" "Recife" "Dois Irmãos, Praça de Dois Irmãos." NA 3 1997 "Alves, J.L.H." "IPA-56095" "" "splink.mun"
"Cavanillesia arborea" -46.4803 -13.9358 "UB" NA "Pereira, BAS" "Brasil" "Goiás" "Guarani de Goiás" "" NA NA 1996 "Pereira, BAS" "3121" "." "splink.mun"
"Cavanillesia arborea" -41.1703 -19.3942 "CVRD" "10544" "Folli, D. A." "BRASIL" "MG" "ITUETA" "" 7 11 2007 "Folli, D.A." "5762" "<ll>dwc_commonname:</ll> Barriguda" "splink.mun"
"Cavanillesia arborea" -40.0722 -19.3911 "CVRD" "14487" "Folli, D. A" "BRASIL" "ES" "LINHARES" "" 13 8 2013 "Folli, D.A." "7103" "Mata de aluvial na cabruca cacau. <ll>dwc_commonname:</ll> Barriguda" "splink.mun"
"Cavanillesia arborea" -40.0722 -19.3911 "CVRD" "9823" "Folli, D. A." "BRASIL" "ES" "LINHARES" "" 1 11 2006 "Folli, D.A." "5395" "Fazenda 3 Marias <ll>dwc_commonname:</ll> Barriguda" "splink.mun"
"Cavanillesia arborea" -41.9494 -18.8511 "BHCB" NA "" "Brasil" "Minas Gerais" "Governador Valadares" "Campo de Sementes" 28 10 1942 "Mendes Magalhães" "2369" "" "splink.mun"
"Cavanillesia umbellata" -46.8803 -13.7419 "HEPH" NA "Paiva, VF; Oliveira, MS" "Brasil" "Goiás" "Nova Roma" "" 18 8 2011 "Jesus, FPR de" "349" "Árvore; frutos jovens de cor verde; Fruto Imaturos verdes; Beira de estrada; Relevo Inclinado" "splink.mun"
"Cavanillesia umbellata" -46.8803 -13.7419 "HEPH" NA "Paiva, VF; Oliveira, MS" "Brasil" "Goiás" "Nova Roma" "" 24 10 2011 "Jesus, FPR de" "351" "Plântula de mais ou menos 20cm; Fruto Imaturos verdes;; Beira de estr.interna da Reserva(Borda de cerrado; Relevo Declive" "splink.mun"
"Cavanillesia arborea" -42.8819 -20.7539 "SPF" NA "Valente, GE" "Brasil" "Minas Gerais" "Viçosa" "" 22 8 2007 "Valente, GE" "1976" "coleta: 22/8/2007 (flor); 15/10/2007 (fruto) e 30/11/2007 (folha)." "splink.mun"
"Cavanillesia arborea" -38.975 -11.9583 "HUEFS" "122632" "" "Brasil" "Bahia" "Santa Bárbara" "" 2 7 2007 "Santos, R.M." "1695" "Transição caatinga - Floresta" "splink.mun"
"Cavanillesia arborea" -46.7717 -13.0367 "HUEFS" "24143" "" "Brasil" "Goiás" "Campos Belos" "" 16 8 1990 "Cavalcanti, T.B." "713" "" "splink.mun"
"Cavanillesia umbellata" -44.0511 -12.9833 "HUEFS" "171827" "" "Brasil" "Bahia" "Santana" "localidade de Porto Novo, 8km da vila em direção a Santana." 15 3 2011 "Carvalho-Sobrinho, J.G.de" "2987" "Caatinga sobre afloramentos calcários." "splink.mun"
"Cavanillesia arborea" -47.0503 -14.4486 "UEC" NA "Pereira, B.A.S." "Brazil" "Goiás" "Flores de Goiás" "Testemunha de mata existente entre a cidade nova e a cidade velha. Mata decídua situada no Km 32 da estrada de terra.. Alvorada do Norte." 9 9 1994 "Pereira, B.A.S." "2615" "Árvore com cerca de 15 m de altura com tronco em forma de túnel. Casca muito espessa. Madeira rica em parênquima. Flores brancas." "splink.mun"
"Cavanillesia arborea" -43.4181 -13.255 "UEC" NA "" "Brazil" "Bahia" "Bom Jesus da Lapa" "Estrada para Ibotirama. Caatinga." 19 8 1994 "Árbocz, G.F." "671" "Frutífero. Árvore de aproximadamente 25 - 30 m de altura. Fruto rosa. Estimativa de frutificação: agosto a outubro." "splink.mun"
"Cavanillesia arborea" -44.3617 -15.4881 "UEC" NA "" "Brazil" "Minas Gerais" "Januária" "Fazenda Santa Cecília. Mata seca." 17 8 1994 "Árbocz, G.F." "659" "Material coletado: vegetativo. Florífero. Árvore de aproximadamente 25 - 30 m de altura, 1,0 m DAP. Tronco com desenhos em relevo. Sem folhas, apenas flores. Flores rosas. Estimativa de florescimento: julho e agosto." "splink.mun"
"Cavanillesia arborea K.Schum." NA NA "RB" NA "D.A. Folli" "Brasil" "Espírito Santo" "Linhares" "Linhares a Colatina Beira Rio. " 13 8 2013 "Folli, D.A." "7103" "Terrestre, botão marrom, flor branca" "jabot"
"Cavanillesia arborea K.Schum." NA NA "RB" NA "J. Teixeira" "Brasil" "Goiás" "Guarani de Goiás" "Km 16 da estrada Posse/ Guarani de Goiás. " 13 8 1995 "Pereira, B.A.S." "2819" "Árvore decidua, 18 m alt. frutos imaturos coor verde-amarelado." "jabot"
"Cavanillesia arborea K.Schum." NA NA "RB" NA "B.A. S. Pereira" "Brasil" "Goiás" "Guarani de Goiás" "Proxímo á Vila Clarentina. . " 4 7 1996 "Pereira, B.A.S." "3121" "Àrvore decídua, ca. 20m alt. Tronco espesso, em forma de tonel. Corola alva ; cálice avaermelhado. " "jabot"
"Cavanillesia arborea K.Schum." NA NA "RB" NA "J. Teixeira" "Brasil" "Goiás" "" "A margem da BR- 020, 10 km após a cidade de Alvorada do Norte. " 8 10 1988 "Pereira, B.A.S." NA "Árvore ca. 12m de alt. com grande protuberancia no tronco, decídua. Frutos quase maduros com sementes comidas por psitacideos." "jabot"
"Cavanillesia arborea K.Schum." NA NA "RB" NA "D.A. Folli" "Brasil" "Minas Gerais" "Itueta" "Estrada de Quatituba à Tabaúba. " 3 9 2009 "A.A. Luz" "508" "Arbórea, terrestre, botão verde, flor branca, exudação incolor, descamação ausente, fuste cilíndrico, casca áspera, 15 m de altura, fuste com 3 m de altura e 150 cm de cap, copa com 10 m de diâmetro. Exudação: Seiva
" "jabot"
"Cavanillesia arborea K.Schum." NA NA "RB" NA "M. Nadruz" "Brasil" "Rio de Janeiro" "Rio de Janeiro" "Jardim Botânico. " 7 10 1986 "Nadruz, M." NA "Àrvore, 15 m de alt. sem folhas, frutos grandes alaranjados, árvore n° 493 cultivado." "jabot"
"Cavanillesia arborea K.Schum." NA NA "RB" NA "D.A. Folli" "Brasil" "Espírito Santo" "Linhares" "Fazenda Três Marias,  Beira Rio Linhares à Colatina. " 1 11 2006 "Folli, D.A." "5395" "Arbórea, 30 m de altura, Terrestre, fruto maduro marrom, fruto imaturo verde, exudação incolor, descamação ausente, fuste cilíndrico, casca áspera, fuste com 20 m de altura, copa com 5 m de diâmetro. Exudação: Seiva" "jabot"
"Cavanillesia arborea K.Schum." NA NA "RB" NA "B.A. S. Pereira" "Brasil" "Goiás" "Posse" "No km 15 da estrada Posse / Guarani de Goiás. " 13 8 1995 "Pereira, B.A.S." NA "Àrvore decídua ca. 20m alt. Tronco muito espesso e bojudo. Flores alvas " "jabot"
"Cavanillesia arborea K.Schum." NA NA "RB" NA "" "Brasil" "Rio de Janeiro" "Rio de Janeiro" "Jardim Botânico do Rio de Janeiro, canteiro 26 a, plaqueta sumida. Placa antiga 4297. Jardim Botânico do Rio de Janeiro" 9 8 1991 "Fontella, J." NA "Árvore de 20 m alt. flores em botão." "jabot"
"Cavanillesia arborea K.Schum." NA NA "RB" NA "D.A. Folli" "Brasil" "Espírito Santo" "Linhares" "Linhares a Colatina Beira Rio. " 13 8 2013 "Folli, D.A." "7103" "Terrestre; porte arbóreo, 23,0m, fuste 16m, CAP 310cm, copa 10m; botão marrom, flor branca; exsudação incolor" "jabot"
"Cavanillesia arborea K.Schum." NA NA "RBcarpo" NA "" "Brasil" "Rio de Janeiro" "" "Jardim Botânico do Rio de Janeiro. " NA NA NA "Laboratório de Sementes" NA "" "jabot"
"Cavanillesia arborea K.Schum." NA NA "RB" NA "Gilmar E. Valente" "Brasil" "Minas Gerais" "Viçosa" "Campus da UFV; Horto. " 30 11 2007 "Gilmar E. Valente" "1976" "Árvore com ca. 12 m de altura. Dia 22/08/2007 totalmente desprovida de folhas. Inflorescência concentrada no ápice dos ramos com flores de cálice ferruginoso, corola branca, estilete branco e filetes brancos com base rosada. Em 15/10/2007, continua desprovida de folhas, com frutos penta-alados rosados e em 30/11/2007 coleta do ramo com folhas e estípulas. " "jabot"
"Cavanillesia arborea K.Schum." NA NA "RBcarpo" NA "" "Brasil" "Espírito Santo" "Pendanga" "Proc. Est. pdro Palacios. E.F.V.M. " 29 10 1949 "Vieira, J.N." NA "" "jabot"
"Cavanillesia arborea K.Schum." NA NA "RB" NA "B.A. S. Pereira" "Brasil" "Tocantins" "Taguatinga" "Km 71 da estrada Campos Belos (GO)/Taguatinga (TO). " 13 9 1991 "Pereira, B.A.S." NA "Árvore grossa, decídua, aroma de acúleos, denominada barriguda por ter grande protuberancia no troco. frutos maduros de cor pardacenta. " "jabot"
"Cavanillesia arborea K.Schum." NA NA "RB" NA "D.A. Folli" "Brasil" "Minas Gerais" "Itueta" "Itueta á Quantituba. " 7 11 2007 "Folli, D.A." "5762" "Terrestre; porte arbóreo, 15,0m, fuste 9, CAP 128cm, copa 5m; fruto imaturo marrom, maduro marrom; exsudação incolor; descamação ausente" "jabot"
"Cavanillesia arborea K.Schum." NA NA "RB" NA "J. G. kuhlmann" "Brasil" "Espírito Santo" "Nova Venécia" ". " 16 11 1953 "Mattos f., A." NA "Árvore pequena" "jabot"
"Cavanillesia arborea (Willd.) K.Schum." NA NA "RB" NA "J.R.Mattos e M. Nadruz" "Brasil" "Rio de Janeiro" "" "Canteiro 39A, JBRJ
Tombo:7637
Jardim Botânico do Rio de Janeiro " NA 8 NA "Mattos, J.R." NA "Ramos cilíndricos e glabros e tronco liso. Folhas alternas, sem presença de estípula, de pecíolo glabro, lâmina foliar simples ovada com margem inteira. Flores com sépalas amarronzadas, pétalas cor de creme com anteras amareladas, fruto piloso rosado." "jabot"
